ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
245,Avonmouth Dock Jn,WESTERN,CNX,2376,432,52,2808,Manually Controlled Barrier with CCTV,51.49146572,-2.69065444
246,Avonmouth Station,WESTERN,CNX,918,297,24,1215,Manually Controlled Barrier with CCTV,51.50061619,-2.699651462
4472,Norton FP,WESTERN,ABW,0,1,28,1,Footpath Crossing,52.15449171,-2.166774371
248,Awre 87,WALES,SWM2,0,0,97,0,Footpath Crossing,51.75157886,-2.452261735
249,Axe,WESSEX,BAE2,109,2,38,111,Automatic Half Barrier,50.81119703,-2.964431748
250,Axminster,WESSEX,BAE2,1026,189,38,1215,Manually Controlled Barrier with CCTV,50.78367278,-3.000879261
251,Aylesford,KENT,PWS2,972,81,88,1053,Manually Controlled Barrier,51.30131449,0.466802559
252,Aylesford Village,KENT,PWS2,13932,378,85,14310,Manually Controlled Barrier with CCTV,51.30197266,0.477858492
253,Aylmers,LONDON_NORTH_WEST,SAC,0,1,43,1,Footpath Crossing,54.19389765,-2.339617757
254,Bac Aircraft,WESTERN,AFR,0,0,20,0,User Worked Crossing with Telephone,51.51746346,-2.579001772
255,Back Settlement,SCOTLAND,ECN5,0,122,117,122,Footpath Crossing with MSL,56.82885574,-2.479076511
256,Bacton FP,ANGLIA,LTN1,0,8,91,8,Footpath Crossing,52.26293202,1.015314845
257,Badcock's Middle,WESTERN,MLN1,0,1,96,1,User Worked Crossing with Telephone,50.9353492,-3.331792175
258,Baddan,SCOTLAND,WCK,0,0,10,0,User Worked Crossing with Telephone,57.95909686,-4.03713721
259,Badgeney Road,ANGLIA,EMP,52,99,171,151,Automatic Half Barrier,52.55210895,0.105375715
260,Bagillt,WALES,CNH3,0,0,79,0,User Worked Crossing with Telephone,53.26980184,-3.16858713
261,Bagpath,WESTERN,SWM1,0,0,34,0,Footpath Crossing,51.72352143,-2.201624674
262,Bagworth No.1,MIDLAND_AND_CONTINENTAL,KSL,0,1,24,1,Footpath Crossing,52.67651452,-1.34110215
263,Bagworth No.2,MIDLAND_AND_CONTINENTAL,KSL,0,3,24,3,Footpath Crossing,52.68500065,-1.350270914
264,Bagworth No.3,MIDLAND_AND_CONTINENTAL,KSL,0,0,0,0,Footpath Crossing,52.68933282,-1.35027325
265,Bailey Lane,LONDON_NORTH_WEST,CBC1,0,0,50,0,Footpath Crossing,54.19284687,-2.908224014
267,Bailey's,MIDLAND_AND_CONTINENTAL,NSS,1,0,35,1,User Worked Crossing with Telephone,52.92098674,-1.983858966
272,Baileys (EMP),ANGLIA,EMP,8,0,186,8,User Worked Crossing with Telephone,52.55152796,-0.070153173
268,Baileys FP (EMP),ANGLIA,EMP,0,6,186,6,Footpath Crossing,52.55152796,-0.070153173
266,Baileys FP (NSS),MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,Footpath Crossing,52.92098674,-1.983858966
269,Baileys No1 ,ANGLIA,NAY,4,4,76,8,User Worked Crossing,52.62091772,1.63310946
271,Baileys No2,ANGLIA,NAY,7,2,47,9,User Worked Crossing with Telephone,52.62080979,1.636646922
270,Baileys No2 FP,ANGLIA,NAY,0,7,48,7,Footpath Crossing,52.62080979,1.636646922
273,Bainfield,SCOTLAND,NEM7,0,50,92,50,Footpath Crossing,55.95821176,-4.649369204
274,Bainton,LONDON_NORTH_EAST,PMJ,1280,44,62,1324,Automatic Half Barrier,52.64528923,-0.386218621
275,Bainton Green,LONDON_NORTH_EAST,PMJ,905,149,62,1054,Automatic Half Barrier,52.64309715,-0.358570963
276,Bakers (ATH),KENT,ATH,0,0,49,0,User Worked Crossing with Telephone,50.97161717,0.764768834
277,Bakers (TBH1),SUSSEX,TBH1,0,0,135,0,User Worked Crossing with Telephone,51.05604377,-0.351312606
278,Balachroan,SCOTLAND,HGL2,2,0,22,2,User Worked Crossing with Telephone,57.07314022,-4.084001136
279,Balavil Gates,SCOTLAND,HGL2,2,0,30,2,User Worked Crossing with Telephone,57.09460396,-3.995784757
280,Balcathie,SCOTLAND,ECN3,0,0,108,0,User Worked Crossing with MSL,56.54095783,-2.623573851
281,Balcathie FP,SCOTLAND,ECN3,0,107,121,107,Footpath Crossing with MSL,56.54095783,-2.623573851
282,Balderton (ECM1),LONDON_NORTH_EAST,ECM1,4,4,244,8,Manually Controlled Barrier with CCTV,53.04601022,-0.74960648
283,Balderton (WSJ2),LONDON_NORTH_WEST,WSJ2,3402,108,50,3510,Manually Controlled Barrier with Obstacle Detection,53.1537556,-2.935718996
284,Baldinnies 1,SCOTLAND,SCM4,3,0,75,3,User Worked Crossing with Telephone,56.3338942,-3.584752992
285,Baldwins,ANGLIA,ETN,0,0,64,0,User Worked Crossing with Telephone,52.52383701,1.055740746
286,Balintraid,SCOTLAND,WCK,4,0,16,4,User Worked Crossing with Telephone,57.71089705,-4.132847473
287,Balkeith South,SCOTLAND,WCK,0,0,17,0,User Worked Crossing with Telephone,57.80537123,-4.027777652
289,Balkmore Lane,LONDON_NORTH_EAST,TJG2,2,8,74,10,User Worked Crossing with Telephone,53.727298,-0.796192582
288,Balkmore Lane FP,LONDON_NORTH_EAST,TJG2,0,8,70,8,Footpath Crossing,53.727298,-0.796192582
290,Ballach,SCOTLAND,WCK,8,0,10,8,User Worked Crossing with Telephone,58.31406672,-3.914945258
291,Ballachladdich Farm,SCOTLAND,WCK,0,0,18,0,User Worked Crossing with Telephone,57.64329432,-4.348006135
292,Ballachraggin,SCOTLAND,WCK,0,2,19,2,User Worked Crossing with Telephone,57.68837184,-4.279618518
294,Ballast Hole,KENT,PWS1,0,0,55,0,User Worked Crossing with Telephone,51.21785424,0.406809033
293,Ballast Hole FP (BAG),WESTERN,BAG2,0,0,183,0,Footpath Crossing,52.17469997,-2.146263156
295,Ballast Hole FP (PWS1),KENT,PWS1,0,4,51,4,Footpath Crossing,51.21785424,0.406809033
296,Ballast Pit,ANGLIA,BGK,0,0,186,0,User Worked Crossing,52.28076336,0.209418751
297,Ballentoul,SCOTLAND,HGL2,6,3,29,9,User Worked Crossing with Telephone,56.76213624,-3.832872586
298,Balnacra,SCOTLAND,KYL,1032,2,8,1034,Automatic Barrier Crossing (Locally) Monitored,57.46380212,-5.362239403
299,Balnacra 2,SCOTLAND,KYL,2,2,8,4,User Worked Crossing with Telephone,57.45808857,-5.373603384
300,Balnahinch No. 1,SCOTLAND,WCK,0,0,0,0,User Worked Crossing,57.90025781,-4.381176613
301,Balnahinch No. 2,SCOTLAND,WCK,0,0,7,0,User Worked Crossing,57.90355067,-4.38696881
302,Balnahinch No. 4,SCOTLAND,WCK,0,0,9,0,User Worked Crossing with Telephone,57.90657732,-4.392293974
303,Balne,LONDON_NORTH_EAST,ECM2,62,12,151,74,Manually Controlled Barrier with Obstacle Detection,53.66425335,-1.105196063
304,Balne Lowgate,LONDON_NORTH_EAST,ECM2,41,14,151,55,Manually Controlled Barrier with Obstacle Detection,53.65508255,-1.106942744
305,Balsporran,SCOTLAND,HGL2,2,2,29,4,User Worked Crossing with Telephone,56.88353137,-4.255344547
306,Balsporran FP,SCOTLAND,HGL2,0,9,29,9,Footpath Crossing,56.88353137,-4.255344547
307,Balvaird Farm,SCOTLAND,WCK,0,0,27,0,Footpath Crossing with MSL,57.53289585,-4.45847031
308,Bamber Bridge,LONDON_NORTH_WEST,FHR4,12285,1485,83,13770,Manually Controlled Barrier,53.72685236,-2.660338597
309,Banavie,SCOTLAND,MLG2,115,0,12,115,Manually Controlled Barrier (Remote),56.84330036,-5.094941151
310,Banavie Farm,SCOTLAND,MLG2,0,0,12,0,User Worked Crossing with Telephone,56.84479506,-5.099144127
311,Banc-Y-Berllan Farm,WALES,VOT,0,0,9,0,User Worked Crossing with Telephone,51.89312809,-3.979411843
312,Bank End,LONDON_NORTH_EAST,SPD4,0,0,22,0,Footpath Crossing,53.48532381,-0.952515082
313,Bank Head,LONDON_NORTH_WEST,FHR4,0,0,83,0,User Worked Crossing with Telephone,53.72607484,-2.629626107
315,Banks,WESSEX,RTJ1,0,0,110,0,User Worked Crossing with Telephone,50.93310737,-1.477689616
314,Banks FP,WESSEX,RTJ1,0,51,220,51,Footpath Crossing,50.93310737,-1.477689616
316,Banks Warren,LONDON_NORTH_EAST,BEC,0,0,0,0,User Worked Crossing,53.2416291,-0.987298346
317,Bannolds,ANGLIA,BGK,67,1,186,68,Automatic Half Barrier,52.28725585,0.213032717
318,Barbara Close FP,ANGLIA,SSV,0,25,133,25,Footpath Crossing,51.58677799,0.696844572
319,Barcroft,LONDON_NORTH_EAST,ECM2,162,27,151,189,Manually Controlled Barrier with Obstacle Detection,53.61033169,-1.115047172
320,Bardon Hill,MIDLAND_AND_CONTINENTAL,KSL,7155,81,52,7236,Manually Controlled Barrier,52.70935822,-1.34567714
321,Bardon Hill No.1,MIDLAND_AND_CONTINENTAL,KSL,0,3,24,3,Footpath Crossing,52.71236997,-1.348934869
322,Bardon Hill No.2,MIDLAND_AND_CONTINENTAL,KSL,0,1,24,1,Footpath Crossing,52.70580961,-1.344641259
323,Bardon Mill,LONDON_NORTH_EAST,NEC2,11,91,50,102,User Worked Crossing with MSL,54.97445075,-2.343077807
324,Bare Lane,LONDON_NORTH_WEST,MSM,6183,2106,54,8289,Manually Controlled Barrier with CCTV,54.07452234,-2.835546658
325,Barf Farm,LONDON_NORTH_EAST,HBS,1,0,19,1,User Worked Crossing with Telephone,54.15073042,-0.299298029
326,Barfields Lane,LONDON_NORTH_EAST,NOB3,0,0,43,0,User Worked Crossing,53.26507001,-0.427559909
327,Barfields Lane FP,LONDON_NORTH_EAST,NOB3,0,5,41,5,Footpath Crossing,53.26507001,-0.427559909
328,Barford,WESSEX,BAE2,0,0,57,0,Footpath Crossing,51.08327636,-1.94624248
329,Barge Farm FP,ANGLIA,WHC1,0,1,34,1,Footpath Crossing,52.84126294,1.357214431
331,Barhams,ANGLIA,ESK,14,0,33,14,User Worked Crossing with Telephone,52.29380277,1.520408771
330,Barhams FP,ANGLIA,ESK,0,1,33,1,Footpath Crossing,52.29380277,1.520408771
332,Barholme Farm No.1,LONDON_NORTH_EAST,SPD1,0,0,60,0,User Worked Crossing with Telephone,52.87741445,-0.194870513
333,Barkers,MIDLAND_AND_CONTINENTAL,NSS,0,3,35,3,Footpath Crossing,52.89642892,-1.879863869
334,Barlaston,LONDON_NORTH_WEST,CMD2,5157,54,237,5211,Manually Controlled Barrier with CCTV,52.94217845,-2.168069498
335,Barlby Bocm,LONDON_NORTH_EAST,HUL1,1283,27,95,1310,Manually Controlled Barrier,53.78729212,-1.053814018
336,Barlows,LONDON_NORTH_WEST,FCO,1,0,34,1,User Worked Crossing,53.67176655,-2.773925082
337,Barmouth South,WALES,DJP,2088,1638,18,3726,Manually Controlled Barrier,52.72202727,-4.056226139
338,Barn End,ANGLIA,NOL,0,0,67,0,User Worked Crossing with Telephone,52.58544223,1.498068352
339,Barnby (ECM1),LONDON_NORTH_EAST,ECM1,405,14,244,419,Manually Controlled Barrier with CCTV,53.06817256,-0.786661864
344,Barnby (ESK),ANGLIA,ESK,5,0,33,5,User Worked Crossing with Telephone,52.45703162,1.658262775
340,Barnby Dun No.1,LONDON_NORTH_EAST,CJS,0,0,39,0,Footpath Crossing,53.58358519,-1.071374664
341,Barnby FP (ESK),ANGLIA,ESK,0,2,33,2,Footpath Crossing,52.45703162,1.658262775
342,Barnby Lane,LONDON_NORTH_EAST,ECM1,55,83,215,138,Manually Controlled Barrier with CCTV,53.03632129,-0.733424229
343,Barnby Moor And Sutton,LONDON_NORTH_EAST,ECM1,416,34,195,450,Manually Controlled Barrier with CCTV,53.3521922,-0.989071576
346,Barnes (HOU),WESSEX,HOU,1446,1048,176,2494,Manually Controlled Barrier with CCTV,51.4682197,-0.246134151
347,Barnes (RDG1),WESSEX,RDG1,1463,909,346,2372,Manually Controlled Barrier with CCTV,51.4676436,-0.246249165
345,Barnes (SPD1),LONDON_NORTH_EAST,SPD1,2,0,30,2,User Worked Crossing with Telephone,52.9402684,-0.294316393
348,Barns Green,SUSSEX,TBH1,1674,108,276,1782,Automatic Half Barrier,51.02823521,-0.395087478
349,Barns Green FP,SUSSEX,TBH1,0,2,146,2,Footpath Crossing,51.03019507,-0.391346779
350,Barnsley,LONDON_NORTH_EAST,PED2,486,3645,141,4131,Manually Controlled Barrier,53.55245924,-1.476804437
2004,East London Line New Cross 1,ANGLIA,ACW,0,1,40,1,User Worked Crossing with Telephone,51.53037758,-0.254622862
352,Baron House,LONDON_NORTH_EAST,NEC2,10,4,70,14,User Worked Crossing with MSL,54.99421969,-2.553464315
353,Baron House FP,LONDON_NORTH_EAST,NEC2,0,0,47,0,Footpath Crossing,54.99294589,-2.544935114
354,Barons Park Farm,MIDLAND_AND_CONTINENTAL,KSL,0,32,24,32,Footpath Crossing,52.6344722,-1.245340288
355,Barratt Lane No.1,MIDLAND_AND_CONTINENTAL,TSN1,0,105,234,105,Footpath Crossing,52.90500092,-1.233473032
356,Barrels FP,ANGLIA,CCH,0,0,124,0,Footpath Crossing,52.24775179,0.834695977
357,Barrier Bank,LONDON_NORTH_EAST,DOL1,0,25,163,25,Footpath Crossing,53.5359535,-1.142727182
358,Barringers,MIDLAND_AND_CONTINENTAL,PBS2,0,41,66,41,Footpath Crossing,53.11726093,-1.244356314
359,Barrington Road,ANGLIA,SBR,0,156,168,156,Footpath Crossing,52.11911581,0.055756652
360,Barrow,WESSEX,WEY,0,4,26,4,Footpath Crossing,51.03311911,-2.565054584
361,Barrow Haven,LONDON_NORTH_EAST,BAR,161,122,18,283,Open Crossing,53.69734838,-0.39369148
362,Barrow Road,LONDON_NORTH_EAST,BAR,702,297,18,999,Manned Full Gates,53.70227879,-0.360790371
363,Barrowby Foot,LONDON_NORTH_EAST,HUL4,0,0,322,0,Footpath Crossing,53.7988934,-1.393728365
364,Barrowby Lane,LONDON_NORTH_EAST,HUL4,0,66,322,66,Footpath Crossing with MSL,53.79981624,-1.400588793
365,Barrow-In-Furness Station,LONDON_NORTH_WEST,CBC1,0,6,94,6,Barrow Staff Crossing,54.11889154,-3.225770222
366,Barry West,SCOTLAND,ECN3,64,25,74,89,Manually Controlled Barrier with CCTV,56.49303432,-2.746658684
367,Barry Wrides,WALES,CAM,0,64,185,64,Footpath Crossing,51.50760379,-3.222849744
369,Barthomley,LONDON_NORTH_WEST,KCS1,98,1,71,99,User Worked Crossing with MSL,53.08263781,-2.355866307
368,Barthomley FP,LONDON_NORTH_WEST,KCS1,0,34,71,34,Footpath Crossing with MSL,53.08263781,-2.355866307
370,Barton Hill,LONDON_NORTH_EAST,YMS,216,14,36,230,Manually Controlled Barrier,54.06988033,-0.918973537
371,Barton Hill FP,LONDON_NORTH_EAST,YMS,0,0,36,0,Footpath Crossing,54.07081823,-0.923588924
372,Barton Lane,MIDLAND_AND_CONTINENTAL,TSN1,2430,648,468,3078,Automatic Half Barrier,52.90179476,-1.238751469
373,Barton Orchard,WESTERN,BFB,0,206,88,206,Footpath Crossing,51.34435473,-2.257075838
374,Barton Road,LONDON_NORTH_EAST,BAR,864,14,18,878,Automatic Barrier Crossing (Locally) Monitored,53.65618478,-0.324211098
375,Barton Road FP,MIDLAND_AND_CONTINENTAL,TSN1,0,86,234,86,Footpath Crossing,52.89282305,-1.25352925
376,Barts,KENT,ATH,0,0,49,0,User Worked Crossing with Telephone,50.97731319,0.769743829
377,Barway Sidings,ANGLIA,SOB2,1987,56,83,2043,Automatic Half Barrier,52.35881951,0.297366437
378,Barwell,MIDLAND_AND_CONTINENTAL,WNS,0,1,115,1,Footpath Crossing,52.55314595,-1.32618225
379,Baschurch,WALES,WSJ2,1890,81,41,1971,Automatic Half Barrier,52.79884484,-2.847732909
380,Baschurch FP,WALES,WSJ2,0,0,41,0,Footpath Crossing,52.78816071,-2.829103082
381,Base Green No 31,ANGLIA,CCH,2,0,115,2,User Worked Crossing with Telephone,52.23248156,0.95638806
382,Basford Chemicals,MIDLAND_AND_CONTINENTAL,RAC,0,0,479,0,User Worked Crossing with Telephone,52.98906699,-1.18827291
383,Basford Wood,LONDON_NORTH_WEST,KCS1,0,1,77,1,Footpath Crossing,53.08087715,-2.42429799
384,Basin Road,SUSSEX,TBH2,4509,1512,188,6021,Manually Controlled Barrier with CCTV,50.83188641,-0.779820923
385,Basins,ANGLIA,NOL,0,0,43,0,User Worked Crossing with Telephone,52.57141888,1.536439865
386,Bason No1,WALES,CWL2,0,0,10,0,Footpath Crossing,52.40415125,-2.8988355
387,Bason No2,WALES,CWL2,0,2,10,2,Footpath Crossing,52.40124494,-2.901250274
388,Bass,KENT,APL,0,0,1,0,User Worked Crossing,50.96519599,0.902493395
389,Bassaleg,WALES,BJR,0,33,2,33,Footpath Crossing,51.58179083,-3.080340297
390,Basses Siding FP,LONDON_NORTH_EAST,GRS2,0,4,66,4,Footpath Crossing,52.99422476,-0.396942669
392,Bates (EMP),ANGLIA,EMP,0,0,171,0,User Worked Crossing with Telephone,52.49950401,0.175478251
391,Bates (MAC3),LONDON_NORTH_EAST,MAC3,0,0,23,0,User Worked Crossing with Telephone,53.43767332,-0.712833747
393,Bathampton,WESTERN,MLN1,0,5,74,5,Footpath Crossing,51.40520375,-2.291254881
394,Bathing Pool,LONDON_NORTH_WEST,CBC1,0,0,50,0,User Worked Crossing with Telephone,54.18701376,-2.912903808
395,Bathley Lane,LONDON_NORTH_EAST,ECM1,284,14,188,298,Manually Controlled Barrier with CCTV,53.12074106,-0.819399384
396,Batley,LONDON_NORTH_EAST,MDL1,0,0,220,0,Manned Full Gates,53.7184952,-1.625179306
397,Batley FP,LONDON_NORTH_EAST,MDL1,0,109,220,109,Manned Full Gates,53.7184952,-1.625179306
398,Batslay's,WALES,VOG,0,0,67,0,Footpath Crossing,51.39900002,-3.436032131
399,Battersby Road,LONDON_NORTH_EAST,MBW2,635,216,19,851,Automatic Barrier Crossing (Locally) Monitored,54.4637505,-1.085112573
400,Battersby Station,LONDON_NORTH_EAST,MBW2,8,16,3,24,User Worked Crossing,54.45704561,-1.094068387
401,Battle Marley Lane,KENT,TTH,3402,405,74,3807,Manually Controlled Barrier with CCTV,50.91514118,0.496730133
402,Battle Road,KENT,TTH,6237,54,79,6291,Manually Controlled Barrier with CCTV,50.95059071,0.48341718
403,Battlesbridge FP,ANGLIA,WIS,0,0,55,0,Footpath Crossing,51.62258686,0.560332787
404,Bax,KENT,VIR,10,0,180,10,User Worked Crossing with Telephone,51.33835745,0.787581553
405,Bayleys,WALES,SHL,0,0,95,0,Footpath Crossing,52.68137492,-2.755117465
406,Baylham,ANGLIA,LTN1,280,112,394,392,Automatic Half Barrier,52.13098861,1.082242608
407,Bays Meadow,WESTERN,STO,0,310,92,310,Footpath Crossing,52.27092266,-2.147848792
408,Bayston Hill Quarry,WALES,SHL,0,2,95,2,Footpath Crossing,52.67338533,-2.753700642
409,Beach Road,SUSSEX,STS,2754,0,246,2754,Manually Controlled Barrier with CCTV,50.78847712,0.056883643
410,Beal,LONDON_NORTH_EAST,ECM7,891,0,120,891,Manually Controlled Barrier with CCTV,55.6776026,-1.903464436
411,Beald Drove,ANGLIA,EMP,11,2,171,13,Automatic Half Barrier,52.43804114,0.262963259
412,Bealings,ANGLIA,ESK,1281,36,35,1317,Automatic Barrier Crossing (Locally) Monitored,52.07989976,1.254380001
413,Bearhurst,KENT,TTH,0,0,80,0,Footpath Crossing,51.01475138,0.375638099
414,Bears Grove,ANGLIA,WHC1,0,6,38,6,User Worked Crossing with Telephone,52.69181441,1.397299936
415,Bearty Fen,LONDON_NORTH_EAST,SPD1,5,2,54,7,Manually Controlled Barrier with Obstacle Detection,52.82819909,-0.171735128
416,Beauchamps FP,ANGLIA,WIS,0,290,110,290,Footpath Crossing,51.61359464,0.545849968
417,Beauly Ferry,SCOTLAND,WCK,2,0,29,2,User Worked Crossing with Telephone,57.47725127,-4.450711169
418,Beaumont Hill,LONDON_NORTH_WEST,TSB,0,0,43,0,User Worked Crossing with Telephone,52.33938326,-1.838555912
419,Beaumont Hill FP,LONDON_NORTH_WEST,TSB,0,3,43,3,Footpath Crossing,52.33938326,-1.838555912
420,Beavers Hill,WALES,PEM,311,3,18,314,Open Crossing,51.66259907,-4.81107299
421,Bebside,LONDON_NORTH_EAST,EJM,12877,335,16,13212,Automatic Half Barrier,55.12799764,-1.559093322
422,Beccles By-Pass,ANGLIA,ESK,21681,0,33,21681,Automatic Barrier Crossing (Locally) Monitored,52.46466901,1.5778615
423,Becketts,KENT,ATH,270,81,98,351,Automatic Half Barrier,51.00794252,0.794378113
424,Becketts FP,KENT,ATH,0,0,47,0,Footpath Crossing,51.00160376,0.788832991
6330,Wadborough,WESTERN,BAG2,324,27,196,351,Automatic Half Barrier,52.12971072,-2.155729261
426,Beckingham,LONDON_NORTH_EAST,SPD4,351,54,33,405,Manually Controlled Barrier,53.39978153,-0.820002773
427,Beckside Farm,LONDON_NORTH_EAST,MBW2,0,0,8,0,User Worked Crossing,54.43486322,-0.747034908
428,Beckworth,LONDON_NORTH_EAST,SKS2,0,0,4,0,User Worked Crossing,53.97441411,-2.008838274
429,Bedelands,SUSSEX,VTB3,0,80,886,80,Footpath Crossing,50.97055643,-0.118127869
430,Bedenham,WESSEX,LUD2,0,1,1,1,Footpath Crossing,51.23847423,-1.586111988
431,Bedford Carriage Sidings,MIDLAND_AND_CONTINENTAL,BBM,12,100,74,112,Manned Full Gates,52.13307778,-0.476909876
433,Bedford No 124,ANGLIA,BGK,0,0,163,0,User Worked Crossing with Telephone,52.37313115,0.256871669
432,Bedford No 125,ANGLIA,BGK,2,2,76,4,User Worked Crossing with Telephone,52.37525376,0.25759663
434,Bedhampton,WESSEX,WPH2,7362,1912,624,9274,Manually Controlled Barrier with CCTV,50.85412486,-0.995751027
435,Bedlington North (BWC),LONDON_NORTH_EAST,BWC,729,216,8,945,Manually Controlled Barrier,55.14109938,-1.570128945
436,Bedlington North (EJM),LONDON_NORTH_EAST,EJM,0,6,1,6,Manually Controlled Barrier,55.14139219,-1.570825677
437,Bedlington South,LONDON_NORTH_EAST,EJM,4995,972,8,5967,Manually Controlled Barrier,55.14006307,-1.568316649
438,Bedmill Farm No.1,WESSEX,BAE2,2,1,55,3,User Worked Crossing with Telephone,50.9319763,-2.551626806
439,Bedmill Farm No.2,WESSEX,BAE2,0,0,110,0,Footpath Crossing,50.93066189,-2.55968616
440,Bedwyn,WESTERN,BHL,0,31,157,31,Footpath Crossing,51.38155233,-1.597134236
441,Beech Bank,LONDON_NORTH_EAST,SPD1,0,6,48,6,Footpath Crossing with MSL,52.83564498,-0.177832201
442,Beech Drive,WESTERN,BHL,0,0,69,0,User Worked Crossing with Telephone,51.36766263,-1.611439252
443,Beech Drive FP,WESTERN,BHL,0,3,69,3,Footpath Crossing,51.36766263,-1.611439252
444,Beech Hill,LONDON_NORTH_EAST,SPD4,662,27,42,689,Automatic Half Barrier,53.48349854,-0.93859877
445,Beeches Farm,LONDON_NORTH_WEST,CNH3,4,2,92,6,User Worked Crossing with Telephone,53.19033585,-2.978987391
446,Beechingstoke,WESTERN,BHL,0,0,116,0,Footpath Crossing,51.33382958,-1.877069314
447,Beecroft,ANGLIA,LTN1,0,0,133,0,User Worked Crossing with Telephone,52.32664979,1.077294366
448,Beeley Wood,LONDON_NORTH_EAST,MAC3,0,8,2,8,Footpath Crossing,53.42825978,-1.524131624
449,Beeston,WALES,SHL,0,33,95,33,Footpath Crossing,52.62132259,-2.767739399
451,Beeston Regis,ANGLIA,CRS,22,0,68,22,User Worked Crossing with MSL,52.93979564,1.233424534
450,Beeston Regis FP,ANGLIA,CRS,0,45,102,45,Footpath Crossing with MSL,52.93979564,1.233424534
4075,Mill Farm FP,LONDON_NORTH_WEST,BBM,0,4,36,4,Footpath Crossing,52.0192307,-0.646791958
453,Beighton NDS Depot,LONDON_NORTH_EAST,BEW,300,40,10,340,Manned Full Gates,53.35090821,-1.335139639
454,Beighton Station,LONDON_NORTH_EAST,BEW,2498,189,17,2687,Manually Controlled Barrier,53.35090821,-1.335139639
455,Bejowan,WESTERN,NEW,0,0,14,0,User Worked Crossing with Telephone,50.4032331,-5.022093124
456,Belaugh Lane,ANGLIA,WHC1,6,1,37,7,User Worked Crossing with Telephone,52.73259462,1.406088653
457,Belaugh Lane FP,ANGLIA,WHC1,0,36,76,36,Footpath Crossing,52.73259462,1.406088653
458,Belcombe Road,WESTERN,BFB,0,91,87,91,Footpath Crossing,51.34414541,-2.259081772
459,Belford,LONDON_NORTH_EAST,ECM7,1080,0,118,1080,Manually Controlled Barrier with CCTV,55.59569538,-1.801420994
460,Belford Burn,LONDON_NORTH_EAST,ECM7,0,8,118,8,User Worked Crossing with Telephone,55.59844335,-1.80506823
461,Belgrave,LONDON_NORTH_WEST,WSJ2,0,1,43,1,Footpath Crossing,53.14485828,-2.940167622
463,Bellasize,LONDON_NORTH_EAST,HUL1,19,4,96,23,User Worked Crossing with Telephone,53.7491671,-0.740309882
462,Bellasize FP,LONDON_NORTH_EAST,HUL1,0,230,184,230,Footpath Crossing with MSL,53.7491671,-0.740309882
